,Consumption emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,NaN,2,NaN,NaN,NaN,NaN,NaN,31,1,NaN,69,23,9,NaN,3,5,NaN,15,42,NaN,0,NaN,NaN,NaN,1,64,NaN,NaN,16,0,NaN,0,129,NaN,NaN,NaN,NaN,9,619,17,NaN,NaN,NaN,1,2,6,NaN,2,41,NaN,NaN,17,NaN,NaN,NaN,4,22,1,NaN,NaN,6,1,NaN,NaN,NaN,NaN,20,138,NaN,NaN,NaN,NaN,3,322,1,NaN,23,NaN,NaN,NaN,2,0,NaN,NaN,NaN,1,25,24,NaN,186,39,NaN,11,55,13,154,NaN,346,NaN,78,2,NaN,13,3,0,5,NaN,NaN,NaN,NaN,9,3,NaN,NaN,0,0,18,NaN,NaN,1,NaN,NaN,NaN,1,86,2,NaN,NaN,9,1,NaN,0,NaN,0,NaN,56,NaN,7,1,NaN,11,NaN,11,NaN,3,20,NaN,1,NaN,1,6,16,1,86,14,3,1,86,NaN,NaN,42,519,0,NaN,NaN,NaN,NaN,55,1,NaN,NaN,NaN,20,18,5,NaN,NaN,62,71,2,NaN,NaN,NaN,NaN,NaN,NaN,21,23,NaN,44,NaN,33,NaN,0,NaN,NaN,4,58,NaN,NaN,0,136,14,174,1,1281,1,NaN,NaN,26,6,NaN,NaN,NaN,1,5,3868,2043,3387,2524,1350,163,1658,27,2082,244,1497,78,162,144,72,6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,NaN,1,NaN,NaN,NaN,NaN,NaN,33,1,NaN,67,24,9,NaN,3,6,NaN,16,43,NaN,0,NaN,NaN,NaN,1,65,NaN,NaN,11,0,NaN,0,131,NaN,NaN,NaN,NaN,9,641,17,NaN,NaN,NaN,1,2,4,NaN,2,36,NaN,NaN,18,NaN,NaN,NaN,4,21,1,NaN,NaN,6,1,NaN,NaN,NaN,NaN,19,142,NaN,NaN,NaN,NaN,3,297,1,NaN,22,NaN,NaN,NaN,2,0,NaN,NaN,NaN,1,27,23,NaN,194,46,NaN,11,60,13,154,NaN,350,NaN,59,2,NaN,4,3,0,4,NaN,NaN,NaN,NaN,10,3,NaN,NaN,0,0,20,NaN,NaN,1,NaN,NaN,NaN,1,91,2,NaN,NaN,9,1,NaN,0,NaN,0,NaN,56,NaN,7,1,NaN,10,NaN,11,NaN,4,19,NaN,1,NaN,1,6,16,2,89,15,4,0,90,NaN,NaN,36,539,0,NaN,NaN,NaN,NaN,67,1,NaN,NaN,NaN,21,15,4,NaN,NaN,68,72,2,NaN,NaN,NaN,NaN,NaN,NaN,21,23,NaN,45,NaN,34,NaN,0,NaN,NaN,4,56,NaN,NaN,0,132,16,177,1,1287,1,NaN,NaN,27,6,NaN,NaN,NaN,1,5,3861,2096,3383,2574,1316,168,1688,28,2060,260,1510,76,167,137,123,6217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,NaN,1,NaN,NaN,NaN,NaN,NaN,35,1,NaN,70,25,3,NaN,3,6,NaN,11,49,NaN,0,NaN,NaN,NaN,1,65,NaN,NaN,11,0,NaN,0,136,NaN,NaN,NaN,NaN,9,690,18,NaN,NaN,NaN,2,2,5,NaN,3,42,NaN,NaN,18,NaN,NaN,NaN,6,23,1,NaN,NaN,6,1,NaN,NaN,NaN,NaN,27,152,NaN,NaN,NaN,NaN,3,324,1,NaN,27,NaN,NaN,NaN,2,0,NaN,NaN,NaN,1,28,30,NaN,208,52,NaN,11,60,16,171,NaN,379,NaN,39,2,NaN,7,4,0,5,NaN,NaN,NaN,NaN,15,3,NaN,NaN,0,0,22,NaN,NaN,1,NaN,NaN,NaN,1,93,2,NaN,NaN,10,1,NaN,0,NaN,1,NaN,64,NaN,7,1,NaN,15,NaN,13,NaN,4,21,NaN,1,NaN,1,6,19,2,97,17,6,1,104,NaN,NaN,35,238,0,NaN,NaN,NaN,NaN,72,1,NaN,NaN,NaN,24,16,5,NaN,NaN,64,79,2,NaN,NaN,NaN,NaN,NaN,NaN,24,26,NaN,55,NaN,42,NaN,0,NaN,NaN,5,67,NaN,NaN,0,129,16,184,1,1331,2,NaN,NaN,26,6,NaN,NaN,NaN,1,5,3770,2229,3622,2377,1446,176,1808,30,1884,290,1560,79,172,154,11,6164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,NaN,1,NaN,NaN,NaN,NaN,NaN,34,1,NaN,71,24,7,NaN,4,6,NaN,10,45,NaN,0,NaN,NaN,NaN,1,67,NaN,NaN,14,0,NaN,0,134,NaN,NaN,NaN,NaN,10,738,19,NaN,NaN,NaN,2,2,5,NaN,2,36,NaN,NaN,18,NaN,NaN,NaN,6,25,1,NaN,NaN,5,1,NaN,NaN,NaN,NaN,22,141,NaN,NaN,NaN,NaN,2,305,2,NaN,25,NaN,NaN,NaN,2,0,NaN,NaN,NaN,1,27,26,NaN,211,54,NaN,11,58,16,154,NaN,368,NaN,46,2,NaN,9,3,0,4,NaN,NaN,NaN,NaN,9,3,NaN,NaN,0,0,25,NaN,NaN,1,NaN,NaN,NaN,1,93,2,NaN,NaN,10,1,NaN,0,NaN,1,NaN,60,NaN,8,1,NaN,14,NaN,12,NaN,4,22,NaN,1,NaN,1,7,19,2,91,16,7,1,108,NaN,NaN,32,328,0,NaN,NaN,NaN,NaN,79,1,NaN,NaN,NaN,24,14,5,NaN,NaN,67,72,2,NaN,NaN,NaN,NaN,NaN,NaN,22,23,NaN,54,NaN,42,NaN,0,NaN,NaN,5,61,NaN,NaN,0,108,18,173,1,1351,2,NaN,NaN,30,7,NaN,NaN,NaN,1,5,3731,2312,3519,2523,1331,181,1867,29,1830,297,1579,80,179,158,-38,6162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,NaN,1,NaN,NaN,NaN,NaN,NaN,35,1,NaN,72,24,5,NaN,4,7,NaN,8,44,NaN,0,NaN,NaN,NaN,1,71,NaN,NaN,10,0,NaN,0,128,NaN,NaN,NaN,NaN,11,737,20,NaN,NaN,NaN,2,2,5,NaN,2,33,NaN,NaN,18,NaN,NaN,NaN,4,24,2,NaN,NaN,4,1,NaN,NaN,NaN,NaN,20,135,NaN,NaN,NaN,NaN,1,297,2,NaN,25,NaN,NaN,NaN,2,0,NaN,NaN,NaN,1,34,23,NaN,223,56,NaN,11,64,17,148,NaN,390,NaN,40,3,NaN,10,2,0,4,NaN,NaN,NaN,NaN,8,3,NaN,NaN,0,0,25,NaN,NaN,1,NaN,NaN,NaN,1,97,2,NaN,NaN,10,1,NaN,0,NaN,1,NaN,59,NaN,8,1,NaN,12,NaN,11,NaN,4,24,NaN,1,NaN,1,7,20,2,84,16,7,1,113,NaN,NaN,29,339,0,NaN,NaN,NaN,NaN,78,1,NaN,NaN,NaN,26,12,5,NaN,NaN,71,73,2,NaN,NaN,NaN,NaN,NaN,NaN,21,24,NaN,55,NaN,44,NaN,0,NaN,NaN,5,55,NaN,NaN,0,79,20,172,1,1378,1,NaN,NaN,30,8,NaN,NaN,NaN,1,5,3712,2357,3531,2539,1287,184,1916,32,1764,303,1604,82,185,163,33,6266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,NaN,1,NaN,NaN,NaN,NaN,NaN,35,1,NaN,72,24,6,NaN,4,8,NaN,10,45,NaN,0,NaN,NaN,NaN,1,78,NaN,NaN,11,0,NaN,1,129,NaN,NaN,NaN,NaN,11,805,18,NaN,NaN,NaN,2,2,6,NaN,2,33,NaN,NaN,18,NaN,NaN,NaN,6,26,2,NaN,NaN,4,1,NaN,NaN,NaN,NaN,19,142,NaN,NaN,NaN,NaN,1,300,2,NaN,26,NaN,NaN,NaN,3,0,NaN,NaN,NaN,1,35,23,NaN,235,57,NaN,11,69,19,154,NaN,397,NaN,33,3,NaN,14,2,0,4,NaN,NaN,NaN,NaN,8,2,NaN,NaN,0,0,29,NaN,NaN,1,NaN,NaN,NaN,1,85,2,NaN,NaN,10,1,NaN,0,NaN,1,NaN,59,NaN,8,1,NaN,9,NaN,12,NaN,5,24,NaN,1,NaN,1,7,21,2,86,17,7,1,120,NaN,NaN,31,328,0,NaN,NaN,NaN,NaN,61,1,NaN,NaN,NaN,26,13,5,NaN,NaN,69,75,2,NaN,NaN,NaN,NaN,NaN,NaN,21,24,NaN,57,NaN,49,NaN,0,NaN,NaN,5,60,NaN,NaN,1,67,20,172,1,1388,2,NaN,NaN,32,9,NaN,NaN,NaN,1,4,3732,2449,3573,2608,1310,186,2014,32,1769,302,1602,83,194,171,46,6398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,NaN,1,NaN,NaN,NaN,NaN,NaN,36,1,NaN,77,26,8,NaN,4,8,NaN,12,45,NaN,0,NaN,NaN,NaN,1,86,NaN,NaN,12,0,NaN,1,130,NaN,NaN,NaN,NaN,13,837,18,NaN,NaN,NaN,2,2,6,NaN,2,31,NaN,NaN,19,NaN,NaN,NaN,6,28,2,NaN,NaN,5,1,NaN,NaN,NaN,NaN,19,142,NaN,NaN,NaN,NaN,2,295,2,NaN,24,NaN,NaN,NaN,2,0,NaN,NaN,NaN,1,34,20,NaN,253,64,NaN,15,71,19,146,NaN,395,NaN,29,3,NaN,12,2,0,4,NaN,NaN,NaN,NaN,6,2,NaN,NaN,0,1,30,NaN,NaN,1,NaN,NaN,NaN,1,90,2,NaN,NaN,10,1,NaN,0,NaN,1,NaN,59,NaN,9,1,NaN,10,NaN,11,NaN,4,27,NaN,1,NaN,1,8,21,2,87,17,8,1,129,NaN,NaN,28,362,0,NaN,NaN,NaN,NaN,66,1,NaN,NaN,NaN,29,13,5,NaN,NaN,68,71,3,NaN,NaN,NaN,NaN,NaN,NaN,23,29,NaN,55,NaN,52,NaN,0,NaN,NaN,5,56,NaN,NaN,0,83,14,179,1,1421,2,NaN,NaN,27,10,NaN,NaN,NaN,1,5,3814,2540,3619,2735,1301,185,2089,36,1821,293,1640,88,201,185,3,6542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,NaN,1,NaN,NaN,NaN,NaN,NaN,39,1,NaN,78,24,7,NaN,4,9,NaN,12,47,NaN,0,NaN,NaN,NaN,1,91,NaN,NaN,11,0,NaN,1,139,NaN,NaN,NaN,NaN,15,826,20,NaN,NaN,NaN,2,2,6,NaN,2,30,NaN,NaN,17,NaN,NaN,NaN,5,30,2,NaN,NaN,4,1,NaN,NaN,NaN,NaN,19,133,NaN,NaN,NaN,NaN,2,283,2,NaN,25,NaN,NaN,NaN,3,0,NaN,NaN,NaN,2,37,20,NaN,264,68,NaN,15,72,21,146,NaN,388,NaN,26,2,NaN,13,1,0,3,NaN,NaN,NaN,NaN,6,2,NaN,NaN,1,1,32,NaN,NaN,1,NaN,NaN,NaN,1,99,2,NaN,NaN,9,1,NaN,0,NaN,1,NaN,58,NaN,9,1,NaN,11,NaN,12,NaN,4,27,NaN,1,NaN,2,8,24,3,86,18,8,1,131,NaN,NaN,24,344,0,NaN,NaN,NaN,NaN,56,1,NaN,NaN,NaN,32,13,5,NaN,NaN,70,73,3,NaN,NaN,NaN,NaN,NaN,NaN,21,26,NaN,59,NaN,49,NaN,0,NaN,NaN,5,58,NaN,NaN,1,72,15,177,1,1462,2,NaN,NaN,32,13,NaN,NaN,NaN,1,4,3796,2581,3653,2723,1270,187,2095,36,1761,290,1700,90,218,190,84,6651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,NaN,1,NaN,NaN,NaN,NaN,NaN,40,1,NaN,83,26,8,NaN,4,8,NaN,18,49,NaN,1,NaN,NaN,NaN,1,93,NaN,NaN,11,0,NaN,1,144,NaN,NaN,NaN,NaN,15,799,20,NaN,NaN,NaN,2,2,6,NaN,3,29,NaN,NaN,17,NaN,NaN,NaN,6,35,2,NaN,NaN,4,2,NaN,NaN,NaN,NaN,18,141,NaN,NaN,NaN,NaN,2,284,2,NaN,26,NaN,NaN,NaN,3,0,NaN,NaN,NaN,2,31,20,NaN,271,39,NaN,13,84,21,147,NaN,363,NaN,27,4,NaN,14,2,0,4,NaN,NaN,NaN,NaN,6,2,NaN,NaN,1,1,23,NaN,NaN,1,NaN,NaN,NaN,1,104,2,NaN,NaN,10,1,NaN,1,NaN,1,NaN,58,NaN,9,1,NaN,11,NaN,13,NaN,5,26,NaN,1,NaN,1,9,21,3,80,19,8,1,94,NaN,NaN,24,307,0,NaN,NaN,NaN,NaN,59,1,NaN,NaN,NaN,27,13,5,NaN,NaN,69,77,3,NaN,NaN,NaN,NaN,NaN,NaN,22,31,NaN,57,NaN,38,NaN,0,NaN,NaN,5,59,NaN,NaN,1,66,24,184,1,1503,2,NaN,NaN,42,13,NaN,NaN,NaN,1,4,3805,2501,3676,2630,1289,202,1915,38,1752,320,1752,94,234,202,135,6643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,NaN,1,NaN,NaN,NaN,NaN,NaN,40,1,NaN,76,25,7,NaN,2,8,NaN,18,50,NaN,1,NaN,NaN,NaN,1,89,NaN,NaN,11,0,NaN,1,141,NaN,NaN,NaN,NaN,16,808,16,NaN,NaN,NaN,2,2,6,NaN,2,28,NaN,NaN,17,NaN,NaN,NaN,6,35,2,NaN,NaN,5,2,NaN,NaN,NaN,NaN,19,135,NaN,NaN,NaN,NaN,2,279,2,NaN,26,NaN,NaN,NaN,3,0,NaN,NaN,NaN,2,26,19,NaN,293,58,NaN,14,88,19,151,NaN,389,NaN,26,3,NaN,11,2,0,3,NaN,NaN,NaN,NaN,6,2,NaN,NaN,1,1,25,NaN,NaN,1,NaN,NaN,NaN,1,106,2,NaN,NaN,11,1,NaN,0,NaN,2,NaN,50,NaN,10,1,NaN,9,NaN,10,NaN,5,29,NaN,2,NaN,2,9,23,3,83,20,4,1,117,NaN,NaN,22,292,0,NaN,NaN,NaN,NaN,51,1,NaN,NaN,NaN,29,13,5,NaN,NaN,76,83,4,NaN,NaN,NaN,NaN,NaN,NaN,21,28,NaN,60,NaN,43,NaN,0,NaN,NaN,5,58,NaN,NaN,1,72,19,178,1,1554,3,NaN,NaN,32,12,NaN,NaN,NaN,1,4,3840,2531,3745,2627,1272,197,2028,37,1714,288,1804,88,216,216,22,6610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,NaN,1,NaN,NaN,NaN,NaN,NaN,38,1,NaN,75,25,7,NaN,3,9,NaN,18,51,NaN,1,NaN,NaN,NaN,3,93,NaN,NaN,12,0,NaN,1,146,NaN,NaN,NaN,NaN,16,819,16,NaN,NaN,NaN,2,2,6,NaN,4,30,NaN,NaN,16,NaN,NaN,NaN,5,36,2,NaN,NaN,5,2,NaN,NaN,NaN,NaN,19,138,NaN,NaN,NaN,NaN,1,281,2,NaN,28,NaN,NaN,NaN,4,0,NaN,NaN,NaN,2,28,19,NaN,291,62,NaN,15,85,19,161,NaN,409,NaN,27,3,NaN,8,1,0,3,NaN,NaN,NaN,NaN,6,2,NaN,NaN,1,1,30,NaN,NaN,1,NaN,NaN,NaN,1,111,2,NaN,NaN,11,1,NaN,2,NaN,1,NaN,50,NaN,9,1,NaN,8,NaN,8,NaN,4,30,NaN,2,NaN,1,9,25,3,80,21,4,1,135,NaN,NaN,23,295,0,NaN,NaN,NaN,NaN,56,1,NaN,NaN,NaN,34,12,5,NaN,NaN,74,87,4,NaN,NaN,NaN,NaN,NaN,NaN,22,30,NaN,67,NaN,45,NaN,0,NaN,NaN,5,68,NaN,NaN,1,64,22,179,1,1630,2,NaN,NaN,25,13,NaN,NaN,NaN,1,3,3962,2599,3903,2658,1301,193,2104,39,1739,301,1889,86,210,222,-18,6765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,NaN,1,NaN,NaN,NaN,NaN,NaN,35,1,NaN,74,25,7,NaN,3,12,NaN,16,50,NaN,1,NaN,NaN,NaN,2,91,NaN,NaN,11,0,NaN,1,140,NaN,NaN,NaN,NaN,14,857,16,NaN,NaN,NaN,3,2,6,NaN,3,30,NaN,NaN,16,NaN,NaN,NaN,7,32,2,NaN,NaN,5,1,NaN,NaN,NaN,NaN,20,140,NaN,NaN,NaN,NaN,1,280,2,NaN,28,NaN,NaN,NaN,4,0,NaN,NaN,NaN,2,30,19,NaN,298,68,NaN,15,93,20,156,NaN,395,NaN,33,3,NaN,10,1,0,3,NaN,NaN,NaN,NaN,6,2,NaN,NaN,1,1,32,NaN,NaN,1,NaN,NaN,NaN,1,114,2,NaN,NaN,12,1,NaN,2,NaN,1,NaN,50,NaN,9,1,NaN,13,NaN,9,NaN,4,30,NaN,2,NaN,1,8,24,3,79,21,4,1,130,NaN,NaN,24,320,0,NaN,NaN,NaN,NaN,59,1,NaN,NaN,NaN,29,13,5,NaN,NaN,68,89,4,NaN,NaN,NaN,NaN,NaN,NaN,20,27,NaN,61,NaN,47,NaN,0,NaN,NaN,5,53,NaN,NaN,1,74,27,181,1,1604,2,NaN,NaN,34,15,NaN,NaN,NaN,1,3,3946,2662,3833,2775,1299,191,2141,40,1767,310,1860,86,212,212,107,6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,NaN,1,NaN,NaN,NaN,NaN,NaN,22,1,NaN,82,25,8,NaN,2,11,NaN,17,53,NaN,1,NaN,NaN,NaN,1,88,NaN,NaN,11,0,NaN,1,144,NaN,NaN,NaN,NaN,15,890,16,NaN,NaN,NaN,3,1,7,NaN,4,30,NaN,NaN,17,NaN,NaN,NaN,8,32,3,NaN,NaN,5,2,NaN,NaN,NaN,NaN,20,140,NaN,NaN,NaN,NaN,1,270,2,NaN,28,NaN,NaN,NaN,4,0,NaN,NaN,NaN,3,25,20,NaN,301,75,NaN,15,89,19,159,NaN,396,NaN,33,2,NaN,10,1,1,3,NaN,NaN,NaN,NaN,6,2,NaN,NaN,0,1,34,NaN,NaN,1,NaN,NaN,NaN,1,114,2,NaN,NaN,13,1,NaN,0,NaN,1,NaN,52,NaN,10,1,NaN,16,NaN,9,NaN,6,32,NaN,2,NaN,1,9,24,3,77,22,5,1,141,NaN,NaN,24,325,0,NaN,NaN,NaN,NaN,64,2,NaN,NaN,NaN,28,13,5,NaN,NaN,65,96,5,NaN,NaN,NaN,NaN,NaN,NaN,22,25,NaN,65,NaN,48,NaN,0,NaN,NaN,6,59,NaN,NaN,1,74,25,180,2,1636,2,NaN,NaN,29,17,NaN,NaN,NaN,1,3,4002,2709,3902,2810,1307,193,2202,40,1781,312,1894,94,195,222,62,6996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,NaN,2,NaN,NaN,NaN,NaN,NaN,29,1,NaN,84,26,9,NaN,4,13,NaN,18,53,NaN,1,NaN,NaN,NaN,4,84,NaN,NaN,11,1,NaN,1,143,NaN,NaN,NaN,NaN,15,1052,16,NaN,NaN,NaN,3,2,7,NaN,3,30,NaN,NaN,18,NaN,NaN,NaN,8,38,3,NaN,NaN,6,2,NaN,NaN,NaN,NaN,22,142,NaN,NaN,NaN,NaN,2,276,3,NaN,24,NaN,NaN,NaN,4,1,NaN,NaN,NaN,3,25,23,NaN,322,79,NaN,17,109,22,160,NaN,402,NaN,36,3,NaN,13,2,0,4,NaN,NaN,NaN,NaN,6,3,NaN,NaN,1,1,37,NaN,NaN,1,NaN,NaN,NaN,1,120,2,NaN,NaN,12,1,NaN,1,NaN,1,NaN,50,NaN,10,2,NaN,16,NaN,11,NaN,8,34,NaN,0,NaN,1,8,25,3,78,21,5,1,144,NaN,NaN,25,329,0,NaN,NaN,NaN,NaN,71,2,NaN,NaN,NaN,30,12,5,NaN,NaN,71,98,5,NaN,NaN,NaN,NaN,NaN,NaN,23,28,NaN,68,NaN,55,NaN,1,NaN,NaN,6,64,NaN,NaN,1,72,33,185,2,1644,2,NaN,NaN,35,23,NaN,NaN,NaN,1,3,4049,3045,3958,3135,1329,218,2435,45,1813,372,1910,97,203,224,98,7416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,NaN,2,NaN,NaN,NaN,NaN,NaN,34,1,NaN,86,26,9,NaN,4,14,NaN,19,60,NaN,1,NaN,NaN,NaN,3,87,NaN,NaN,12,1,NaN,2,149,NaN,NaN,NaN,NaN,15,1190,16,NaN,NaN,NaN,3,2,7,NaN,3,30,NaN,NaN,18,NaN,NaN,NaN,9,35,3,NaN,NaN,5,2,NaN,NaN,NaN,NaN,24,151,NaN,NaN,NaN,NaN,2,279,3,NaN,23,NaN,NaN,NaN,4,1,NaN,NaN,NaN,3,23,21,NaN,342,84,NaN,18,115,21,166,NaN,412,NaN,39,3,NaN,13,2,1,4,NaN,NaN,NaN,NaN,6,3,NaN,NaN,1,1,39,NaN,NaN,1,NaN,NaN,NaN,1,120,2,NaN,NaN,13,1,NaN,2,NaN,1,NaN,51,NaN,11,2,NaN,19,NaN,11,NaN,6,38,NaN,0,NaN,2,9,25,3,76,22,5,1,149,NaN,NaN,26,332,0,NaN,NaN,NaN,NaN,79,2,NaN,NaN,NaN,32,12,5,NaN,NaN,83,107,5,NaN,NaN,NaN,NaN,NaN,NaN,24,30,NaN,78,NaN,61,NaN,1,NaN,NaN,6,70,NaN,NaN,1,65,38,192,2,1702,2,NaN,NaN,31,26,NaN,NaN,NaN,1,3,4164,3298,4087,3375,1370,234,2646,42,1856,404,1971,99,210,244,101,7807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
