,Consumption emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,NaN,2,NaN,NaN,NaN,NaN,NaN,37,1,NaN,87,27,9,NaN,4,14,NaN,17,58,NaN,1,NaN,NaN,NaN,2,92,NaN,NaN,13,0,NaN,2,155,NaN,NaN,NaN,NaN,17,1275,18,NaN,NaN,NaN,3,2,8,NaN,3,29,NaN,NaN,18,NaN,NaN,NaN,9,41,2,NaN,NaN,5,2,NaN,NaN,NaN,NaN,21,150,NaN,NaN,NaN,NaN,2,272,3,NaN,24,NaN,NaN,NaN,5,1,NaN,NaN,NaN,3,26,22,NaN,350,86,NaN,18,118,21,168,NaN,411,NaN,41,4,NaN,13,2,1,3,NaN,NaN,NaN,NaN,7,4,NaN,NaN,1,1,41,NaN,NaN,1,NaN,NaN,NaN,1,131,2,NaN,NaN,15,1,NaN,2,NaN,1,NaN,51,NaN,11,2,NaN,21,NaN,11,NaN,7,41,NaN,0,NaN,2,10,26,3,76,23,7,2,155,NaN,NaN,27,336,0,NaN,NaN,NaN,NaN,77,2,NaN,NaN,NaN,39,13,5,NaN,NaN,78,114,5,NaN,NaN,NaN,NaN,NaN,NaN,23,31,NaN,76,NaN,65,NaN,1,NaN,NaN,6,76,NaN,NaN,1,72,42,190,3,1713,2,NaN,NaN,33,28,NaN,NaN,NaN,1,3,4194,3472,4127,3539,1372,242,2769,45,1868,419,1999,100,224,255,172,8093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NaN,2,NaN,NaN,NaN,NaN,NaN,41,1,NaN,92,27,9,NaN,4,16,NaN,19,60,NaN,2,NaN,NaN,NaN,2,95,NaN,NaN,13,0,NaN,2,150,NaN,NaN,NaN,NaN,18,1367,19,NaN,NaN,NaN,3,2,8,NaN,3,32,NaN,NaN,19,NaN,NaN,NaN,9,43,3,NaN,NaN,5,2,NaN,NaN,NaN,NaN,25,146,NaN,NaN,NaN,NaN,3,279,4,NaN,25,NaN,NaN,NaN,5,1,NaN,NaN,NaN,3,27,23,NaN,384,88,NaN,18,126,22,173,NaN,406,NaN,46,4,NaN,15,3,1,4,NaN,NaN,NaN,NaN,7,4,NaN,NaN,1,1,41,NaN,NaN,1,NaN,NaN,NaN,1,134,3,NaN,NaN,15,2,NaN,2,NaN,1,NaN,57,NaN,10,2,NaN,12,NaN,12,NaN,9,44,NaN,0,NaN,2,10,24,3,82,21,7,2,163,NaN,NaN,32,347,0,NaN,NaN,NaN,NaN,93,2,NaN,NaN,NaN,45,13,6,NaN,NaN,85,118,5,NaN,NaN,NaN,NaN,NaN,NaN,24,29,NaN,75,NaN,64,NaN,1,NaN,NaN,6,81,NaN,NaN,1,69,43,193,3,1705,2,NaN,NaN,31,30,NaN,NaN,NaN,1,3,4234,3686,4173,3748,1418,254,2919,46,1920,456,1990,105,232,268,182,8370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,NaN,2,NaN,NaN,NaN,NaN,NaN,44,2,NaN,95,26,8,NaN,5,17,NaN,20,60,NaN,2,NaN,NaN,NaN,3,102,NaN,NaN,14,1,NaN,2,157,NaN,NaN,NaN,NaN,19,1453,20,NaN,NaN,NaN,3,2,8,NaN,3,33,NaN,NaN,18,NaN,NaN,NaN,10,47,3,NaN,NaN,5,2,NaN,NaN,NaN,NaN,25,152,NaN,NaN,NaN,NaN,3,263,4,NaN,24,NaN,NaN,NaN,5,1,NaN,NaN,NaN,3,23,22,NaN,411,97,NaN,18,137,22,169,NaN,407,NaN,53,4,NaN,16,2,1,4,NaN,NaN,NaN,NaN,7,3,NaN,NaN,1,1,46,NaN,NaN,1,NaN,NaN,NaN,1,132,3,NaN,NaN,15,2,NaN,2,NaN,1,NaN,46,NaN,11,2,NaN,19,NaN,13,NaN,11,47,NaN,0,NaN,2,12,25,3,85,20,9,2,170,NaN,NaN,30,370,0,NaN,NaN,NaN,NaN,86,2,NaN,NaN,NaN,30,13,6,NaN,NaN,86,121,5,NaN,NaN,NaN,NaN,NaN,NaN,24,33,NaN,80,NaN,64,NaN,1,NaN,NaN,6,92,NaN,NaN,1,73,52,194,3,1716,2,NaN,NaN,35,34,NaN,NaN,NaN,2,3,4264,3887,4193,3959,1395,273,3054,48,1932,481,2005,108,250,280,134,8566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,NaN,2,NaN,NaN,NaN,NaN,NaN,47,2,NaN,94,26,9,NaN,4,16,NaN,22,61,NaN,2,NaN,NaN,NaN,3,114,NaN,NaN,15,1,NaN,3,154,NaN,NaN,NaN,NaN,21,1542,21,NaN,NaN,NaN,4,3,8,NaN,3,34,NaN,NaN,17,NaN,NaN,NaN,9,49,3,NaN,NaN,5,3,NaN,NaN,NaN,NaN,23,151,NaN,NaN,NaN,NaN,3,259,4,NaN,25,NaN,NaN,NaN,5,1,NaN,NaN,NaN,3,21,23,NaN,457,109,NaN,17,144,24,172,NaN,407,NaN,52,4,NaN,17,2,1,4,NaN,NaN,NaN,NaN,6,3,NaN,NaN,1,1,49,NaN,NaN,2,NaN,NaN,NaN,2,137,3,NaN,NaN,16,2,NaN,3,NaN,2,NaN,42,NaN,11,2,NaN,18,NaN,13,NaN,11,47,NaN,1,NaN,2,13,27,3,87,20,10,2,172,NaN,NaN,30,374,0,NaN,NaN,NaN,NaN,91,2,NaN,NaN,NaN,27,14,6,NaN,NaN,84,112,6,NaN,NaN,NaN,NaN,NaN,NaN,24,34,NaN,67,NaN,66,NaN,1,NaN,NaN,7,92,NaN,NaN,1,74,62,186,3,1644,3,NaN,NaN,39,38,NaN,NaN,NaN,2,3,4176,4112,4109,4178,1377,283,3199,49,1926,512,1935,108,274,280,215,8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NaN,2,NaN,NaN,NaN,NaN,NaN,44,1,NaN,98,24,9,NaN,5,18,NaN,21,53,NaN,2,NaN,NaN,NaN,4,106,NaN,NaN,12,1,NaN,2,149,NaN,NaN,NaN,NaN,18,1795,21,NaN,NaN,NaN,3,2,7,NaN,3,30,NaN,NaN,16,NaN,NaN,NaN,10,52,2,NaN,NaN,4,3,NaN,NaN,NaN,NaN,19,140,NaN,NaN,NaN,NaN,2,243,3,NaN,26,NaN,NaN,NaN,4,1,NaN,NaN,NaN,3,23,18,NaN,510,119,NaN,14,148,22,152,NaN,365,NaN,52,5,NaN,17,2,1,3,NaN,NaN,NaN,NaN,5,2,NaN,NaN,1,1,47,NaN,NaN,2,NaN,NaN,NaN,2,125,3,NaN,NaN,15,2,NaN,1,NaN,2,NaN,50,NaN,10,2,NaN,19,NaN,13,NaN,11,47,NaN,1,NaN,2,14,26,4,78,19,10,2,157,NaN,NaN,23,345,0,NaN,NaN,NaN,NaN,100,2,NaN,NaN,NaN,32,12,5,NaN,NaN,99,95,5,NaN,NaN,NaN,NaN,NaN,NaN,20,30,NaN,67,NaN,66,NaN,1,NaN,NaN,7,84,NaN,NaN,2,55,53,166,3,1522,3,NaN,NaN,46,42,NaN,NaN,NaN,2,3,3822,4433,3778,4476,1241,310,3471,47,1733,515,1796,113,269,269,217,8740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NaN,2,NaN,NaN,NaN,NaN,NaN,46,1,NaN,92,26,10,NaN,4,19,NaN,23,61,NaN,2,NaN,NaN,NaN,3,124,NaN,NaN,13,1,NaN,3,152,NaN,NaN,NaN,NaN,21,1879,23,NaN,NaN,NaN,4,2,8,NaN,3,33,NaN,NaN,17,NaN,NaN,NaN,10,55,3,NaN,NaN,5,3,NaN,NaN,NaN,NaN,25,146,NaN,NaN,NaN,NaN,3,251,4,NaN,24,NaN,NaN,NaN,5,1,NaN,NaN,NaN,3,20,21,NaN,501,117,NaN,15,146,24,161,NaN,403,NaN,59,5,NaN,20,2,1,4,NaN,NaN,NaN,NaN,6,3,NaN,NaN,1,1,51,NaN,NaN,2,NaN,NaN,NaN,2,127,3,NaN,NaN,16,2,NaN,2,NaN,2,NaN,41,NaN,10,2,NaN,17,NaN,15,NaN,14,47,NaN,1,NaN,2,17,28,4,85,18,10,2,180,NaN,NaN,25,384,0,NaN,NaN,NaN,NaN,106,2,NaN,NaN,NaN,26,14,6,NaN,NaN,93,98,6,NaN,NaN,NaN,NaN,NaN,NaN,25,32,NaN,66,NaN,72,NaN,1,NaN,NaN,7,95,NaN,NaN,2,66,63,176,3,1579,3,NaN,NaN,42,42,NaN,NaN,NaN,2,3,4038,4592,3980,4651,1310,303,3613,51,1858,545,1859,106,294,291,246,9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,NaN,2,NaN,NaN,NaN,NaN,NaN,49,1,NaN,95,26,10,NaN,5,20,NaN,21,62,NaN,3,NaN,NaN,NaN,3,129,NaN,NaN,13,1,NaN,3,156,NaN,NaN,NaN,NaN,24,2041,24,NaN,NaN,NaN,4,2,8,NaN,3,32,NaN,NaN,17,NaN,NaN,NaN,11,56,3,NaN,NaN,5,3,NaN,NaN,NaN,NaN,24,146,NaN,NaN,NaN,NaN,3,250,4,NaN,24,NaN,NaN,NaN,5,1,NaN,NaN,NaN,3,22,22,NaN,515,126,NaN,15,150,25,163,NaN,417,NaN,63,5,NaN,19,2,1,4,NaN,NaN,NaN,NaN,6,3,NaN,NaN,1,1,53,NaN,NaN,2,NaN,NaN,NaN,2,132,4,NaN,NaN,16,2,NaN,3,NaN,2,NaN,41,NaN,10,2,NaN,14,NaN,15,NaN,14,48,NaN,1,NaN,2,17,30,4,86,18,10,2,191,NaN,NaN,27,397,0,NaN,NaN,NaN,NaN,105,2,NaN,NaN,NaN,28,14,6,NaN,NaN,92,100,6,NaN,NaN,NaN,NaN,NaN,NaN,25,34,NaN,68,NaN,75,NaN,1,NaN,NaN,7,100,NaN,NaN,2,70,65,172,3,1562,3,NaN,NaN,42,45,NaN,NaN,NaN,2,3,4065,4847,4012,4900,1314,303,3851,52,1880,558,1851,110,306,291,258,9460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,291,260,9667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
